epoch,train_loss,validation_loss,validation_pr_auc,learning_rate
1.0,1.1840606916427612,1.1726449434280395,0.28929859403701635,0.002
2.0,1.1609624631881714,1.1454777891159058,0.29234525588228016,0.002
3.0,1.1329875106811524,1.116866521835327,0.2941254468777637,0.002
4.0,1.104540061187744,1.089347248840332,0.2958981197290157,0.002
