model,threshold,sensitivity,specificity,precision,youden_j,predicted_positive_rate
Logistic Regression,0.22,0.5888344021124104,0.8398167938931298,0.3730879541108987,0.42865119600554014,0.2199095973930411
Logistic Regression,0.23,0.5673330818559035,0.8500152671755725,0.3797979797979798,0.417348349031476,0.20813623462630085
Logistic Regression,0.24000000000000002,0.5462089777442475,0.8605496183206107,0.38804770199651617,0.4067585960648583,0.1961263534111216
Logistic Regression,0.25,0.52640513013957,0.8703206106870229,0.39656152315998866,0.39672574082659295,0.18495742667928097
Logistic Regression,0.26,0.502263296869106,0.8794198473282443,0.4027525710828796,0.3816831441973503,0.17376222011983603
Logistic Regression,0.27,0.4828366654092795,0.8875725190839695,0.4101249599487344,0.3704091844932491,0.16403868390623358
Logistic Regression,0.28,0.45963787250094307,0.8950534351145039,0.4148791283622744,0.354691307615447,0.1543677073478398
Logistic Regression,0.29000000000000004,0.43907959260656354,0.9018320610687023,0.41998917553671294,0.3409116536752659,0.14566908441080625
Logistic Regression,0.3,0.4200301772915881,0.9082748091603053,0.4257312177403938,0.32830498645189343,0.137469778198255
Logistic Regression,0.31,0.3981516408902301,0.9145954198473283,0.43011409942950285,0.3127470607375584,0.12898139388205612
Logistic Regression,0.32,0.3817427385892116,0.9201221374045802,0.4362068965517241,0.30186487599379186,0.12193840008409546
Logistic Regression,0.33,0.36250471520181066,0.9252213740458015,0.4397163120567376,0.2877260892476121,0.11486912645853044
Logistic Regression,0.34,0.34930215013202565,0.9301068702290076,0.44723496739917895,0.2794090203610333,0.10882476610953432
Logistic Regression,0.35000000000000003,0.33364768012070917,0.9354503816793893,0.4555755858872006,0.26909806180009843,0.10204457058761694
Logistic Regression,0.36000000000000004,0.3157299132402867,0.9397251908396946,0.4588815789473684,0.2554551040799813,0.09586881110059918
Logistic Regression,0.37,0.3000754432289702,0.9435419847328245,0.4625,0.24361742796179464,0.09040260695889835
Logistic Regression,0.38,0.2831007167106752,0.9478778625954198,0.4678927680798005,0.230978579306095,0.08430568695469358
Logistic Regression,0.39,0.2676348547717842,0.9515419847328245,0.4720558882235529,0.21917683950460876,0.07899716177861874
